cif_number,product,precision,score
10072376,MC PREPAID VOYAGE,0.75,0.700503
10096262,MC PREPAID VOYAGE,0.727273,0.699113
10096335,NATIONAL CLIENTELLE,1.0,0.707325
10097213,NATIONAL CLIENTELLE,1.0,0.707325
10102838,MC PREPAID VOYAGE,1.0,0.707397
10104168,MC PREPAID VOYAGE,0.833333,0.704584
10104168,PRODUIT GOLD,0.75,0.70036
10118128,MC PREPAID VOYAGE,0.833333,0.704584
10118128,PRODUIT GOLD,0.75,0.70036
10120843,MC PREPAID VOYAGE,0.833333,0.704584
10127057,NATIONAL CLIENTELLE,0.75,0.700413
10129703,NATIONAL CLIENTELLE,0.954545,0.707544
10130271,MC PREPAID VOYAGE,0.758621,0.701374
10130503,MC PREPAID VOYAGE,0.727273,0.699113
10146755,MC PREPAID VOYAGE,0.727273,0.699113
10165423,MC PREPAID VOYAGE,0.833333,0.704584
10165423,PRODUIT GOLD,0.75,0.70036
10169295,NATIONAL CLIENTELLE,1.0,0.707325
10171700,MC PREPAID VOYAGE,1.0,0.707397
10217434,NATIONAL CLIENTELLE,0.752381,0.70302
10242659,MC PREPAID VOYAGE,0.758621,0.701374
10250694,NATIONAL CLIENTELLE,1.0,0.707325
10264641,MC PREPAID VOYAGE,0.763158,0.701883
10265248,MC PREPAID VOYAGE,0.763158,0.701883
10265396,MC PREPAID VOYAGE,0.763158,0.701883
10269627,MC PREPAID VOYAGE,0.763158,0.701883
10271281,MC PREPAID VOYAGE,0.701493,0.698355
10273489,MC PREPAID VOYAGE,0.763158,0.701883
10279900,MC PREPAID VOYAGE,0.763158,0.701883
10281479,MC PREPAID VOYAGE,0.763158,0.701883
10283172,MC PREPAID VOYAGE,0.763158,0.701883
10284298,MC PREPAID VOYAGE,0.894737,0.706563
10284300,MC PREPAID VOYAGE,0.701493,0.698355
10285745,NATIONAL CLIENTELLE,0.9,0.706472
10288091,MC PREPAID VOYAGE,0.701493,0.698355
10288830,MC PREPAID VOYAGE,0.701493,0.698355
10290115,MC PREPAID VOYAGE,0.763158,0.701883
10290955,MC PREPAID VOYAGE,0.763158,0.701883
10291430,MC PREPAID VOYAGE,0.763158,0.701883
10293114,MC PREPAID VOYAGE,0.894737,0.706563
10295476,NATIONAL CLIENTELLE,0.954545,0.707544
10298123,MC PREPAID VOYAGE,0.701493,0.698355
10298232,MC PREPAID VOYAGE,0.763158,0.701883
10299602,MC PREPAID VOYAGE,0.701493,0.698355
10300336,MC PREPAID VOYAGE,0.894737,0.706563
10301503,MC PREPAID VOYAGE,0.763158,0.701883
10303589,NATIONAL CLIENTELLE,0.9,0.706472
10304665,MC PREPAID VOYAGE,0.763158,0.701883
10307184,MC PREPAID VOYAGE,0.701493,0.698355
10307945,MC PREPAID VOYAGE,0.701493,0.698355
10312724,MC PREPAID VOYAGE,0.763158,0.701883
10314122,MC PREPAID VOYAGE,0.701493,0.698355
10315475,MC PREPAID VOYAGE,0.826087,0.704582
10322323,MC PREPAID VOYAGE,0.701493,0.698355
10323160,MC PREPAID VOYAGE,0.763158,0.701883
10325145,MC PREPAID VOYAGE,0.701493,0.698355
10325972,MC PREPAID VOYAGE,0.763158,0.701883
10328055,MC PREPAID VOYAGE,0.763158,0.701883
10331276,MC PREPAID VOYAGE,0.763158,0.701883
10340942,MC PREPAID VOYAGE,0.701493,0.698355
10343584,MC PREPAID VOYAGE,0.763158,0.701883
10345289,MC PREPAID VOYAGE,0.763158,0.701883
10345889,MC PREPAID VOYAGE,0.701493,0.698355
10346199,MC PREPAID JEUNE,0.833333,0.704975
10347028,MC PREPAID VOYAGE,0.701493,0.698355
10350990,NATIONAL CLIENTELLE,0.705882,0.697372
10371504,NATIONAL CLIENTELLE,0.827586,0.704815
10375346,PRODUIT GOLD,1.0,0.707337
10380945,NATIONAL CLIENTELLE,0.794872,0.703637
10382959,NATIONAL CLIENTELLE,1.0,0.707325
10395292,MC PREPAID VOYAGE,0.763158,0.701883
10400338,NATIONAL CLIENTELLE,0.75,0.700413
10406848,NATIONAL CLIENTELLE,0.857143,0.705306
10425733,NATIONAL CLIENTELLE,0.75,0.700413
10434765,NATIONAL CLIENTELLE,0.857143,0.705306
10443147,NATIONAL CLIENTELLE,0.8,0.703137
10460433,NATIONAL CLIENTELLE,0.714286,0.697956
10460883,MC PREPAID VOYAGE,0.894737,0.706563
10470636,MC PREPAID VOYAGE,0.758621,0.701374
10472057,NATIONAL CLIENTELLE,0.75,0.700413
10480442,MC PREPAID VOYAGE,0.758621,0.701374
10481644,MC PREPAID VOYAGE,0.758621,0.701374
10483086,MC PREPAID VOYAGE,0.701493,0.698355
10485657,MC PREPAID VOYAGE,0.75,0.700503
10492581,NATIONAL CLIENTELLE,0.833333,0.704907
10493207,NATIONAL CLIENTELLE,0.805556,0.704063
10496893,NATIONAL CLIENTELLE,0.75,0.700413
10497169,MC PREPAID VOYAGE,0.75,0.700503
10502511,MC PREPAID JEUNE,0.833333,0.704975
10519964,NATIONAL CLIENTELLE,0.954545,0.707544
10523876,NATIONAL CLIENTELLE,0.833333,0.704907
10524532,MC PREPAID VOYAGE,0.785714,0.702512
10526555,MC PREPAID VOYAGE,0.894737,0.706563
10531649,NATIONAL CLIENTELLE,0.794872,0.703637
10533262,MC PREPAID VOYAGE,0.758621,0.701374
10537577,MC PREPAID VOYAGE,0.763158,0.701883
10543125,MC PREPAID VOYAGE,0.701493,0.698355
10544720,NATIONAL CLIENTELLE,0.75,0.700413
10564526,NATIONAL CLIENTELLE,0.705882,0.697372
10569222,MC PREPAID VOYAGE,0.894737,0.706563
10576997,MC PREPAID VOYAGE,0.758621,0.701374
10582834,NATIONAL CLIENTELLE,0.78125,0.703597
10584043,MC PREPAID VOYAGE,0.785714,0.702512
10593674,MC PREPAID JEUNE,0.833333,0.704975
10598721,MC PREPAID VOYAGE,0.758621,0.701374
10609095,MC PREPAID JEUNE,0.833333,0.704975
10610929,MC PREPAID VOYAGE,0.894737,0.706563
10611851,NATIONAL CLIENTELLE,0.75,0.700413
10613077,MC PREPAID VOYAGE,0.701493,0.698355
10615546,MC PREPAID VOYAGE,0.763158,0.701883
10616304,NATIONAL CLIENTELLE,0.9,0.706472
10618495,MC PREPAID VOYAGE,0.894737,0.706563
10618634,MC PREPAID VOYAGE,0.75,0.700503
10620352,MC PREPAID VOYAGE,0.763158,0.701883
10620378,NATIONAL CLIENTELLE,0.8,0.703137
10625149,NATIONAL CLIENTELLE,1.0,0.707325
10627990,MC PREPAID VOYAGE,0.758621,0.701374
10628606,MC PREPAID VOYAGE,0.75,0.700503
10636599,MC PREPAID VOYAGE,0.758621,0.701374
10637753,MC PREPAID VOYAGE,0.758621,0.701374
10638199,MC PREPAID VOYAGE,0.894737,0.706563
10638675,MC PREPAID VOYAGE,0.875,0.70583
10640504,MC PREPAID VOYAGE,0.875,0.70583
10646548,MC PREPAID VOYAGE,0.894737,0.706563
10647093,MC PREPAID VOYAGE,0.764706,0.701424
10647374,MC PREPAID VOYAGE,0.764706,0.701424
10647889,MC PREPAID VOYAGE,0.701493,0.698355
10648159,Mor. Tamouil Hajyat,0.9,0.706564
10650495,MC PREPAID VOYAGE,0.8,0.703154
10654419,MC PREPAID VOYAGE,0.758621,0.701374
10656508,MC PREPAID VOYAGE,0.764706,0.701424
10662945,NATIONAL CLIENTELLE,1.0,0.707325
10665776,MC PREPAID VOYAGE,0.758621,0.701374
10665898,MC PREPAID VOYAGE,0.8,0.703154
10668415,MC PREPAID VOYAGE,0.785714,0.702512
10675831,MC PREPAID VOYAGE,0.701493,0.698355
10676664,MC PREPAID VOYAGE,0.875,0.70583
10682383,MC PREPAID VOYAGE,0.894737,0.706563
10684434,MC PREPAID VOYAGE,0.894737,0.706563
10688311,MC PREPAID VOYAGE,0.758621,0.701374
10690575,NATIONAL CLIENTELLE,0.827586,0.704815
10690661,MC PREPAID VOYAGE,0.826087,0.704582
10691670,MC PREPAID VOYAGE,0.763158,0.701883
10692171,MC PREPAID VOYAGE,0.894737,0.706563
10694503,MC PREPAID VOYAGE,0.894737,0.706563
10699450,MC PREPAID VOYAGE,0.764706,0.701424
10699859,MC PREPAID VOYAGE,0.894737,0.706563
10700813,MC PREPAID VOYAGE,0.701493,0.698355
10704607,MC PREPAID VOYAGE,0.894737,0.706563
10705293,MC PREPAID VOYAGE,0.758621,0.701374
10708231,MC PREPAID VOYAGE,0.763158,0.701883
10709690,MC PREPAID VOYAGE,0.758621,0.701374
10712608,MC PREPAID VOYAGE,0.8,0.703154
10712853,MC PREPAID VOYAGE,0.8,0.703154
10713241,MC PREPAID VOYAGE,0.701493,0.698355
10727753,MC PREPAID VOYAGE,0.764706,0.701424
10737816,MC PREPAID VOYAGE,0.758621,0.701374
10739053,MC PREPAID VOYAGE,0.764706,0.701424
10742436,NATIONAL CLIENTELLE,0.827586,0.704815
10746164,MC PREPAID VOYAGE,0.701493,0.698355
10749699,MC PREPAID VOYAGE,0.8,0.703154
10751719,MC PREPAID VOYAGE,0.758621,0.701374
10753027,MC PREPAID VOYAGE,0.8,0.703154
10754935,MC PREPAID VOYAGE,0.8,0.703154
10758971,MC PREPAID VOYAGE,0.8,0.703154
10759180,MC PREPAID VOYAGE,0.894737,0.706563
10768189,MC PREPAID VOYAGE,0.894737,0.706563
10776793,MC PREPAID VOYAGE,0.8,0.703154
10778383,MC PREPAID VOYAGE,0.764706,0.701424
10783849,MC PREPAID VOYAGE,0.763158,0.701883
10783851,MC PREPAID VOYAGE,0.763158,0.701883
10792514,MC PREPAID VOYAGE,0.894737,0.706563
10809780,MC PREPAID VOYAGE,0.763158,0.701883
10811962,MC PREPAID VOYAGE,0.701493,0.698355
10813196,MC PREPAID VOYAGE,0.764706,0.701424
10819589,NATIONAL CLIENTELLE,0.8,0.703137
10819961,MC PREPAID VOYAGE,0.875,0.70583
10821825,MC PREPAID JEUNE,0.714286,0.698237
10822488,MC PREPAID VOYAGE,0.8,0.703154
10828985,MC PREPAID VOYAGE,0.8,0.703154
10829440,MC PREPAID VOYAGE,0.763158,0.701883
10834575,MC PREPAID VOYAGE,0.8,0.703154
10834678,MC PREPAID VOYAGE,0.8,0.703154
10835561,MC PREPAID VOYAGE,0.8,0.703154
10839488,MC PREPAID VOYAGE,0.8,0.703154
10857036,MC PREPAID VOYAGE,0.894737,0.706563
10857880,MC PREPAID JEUNE,0.714286,0.698237
10891613,NATIONAL CLIENTELLE,1.0,0.707325
10910021,Mor. Tamouil Hajyat,0.9,0.706564
10923738,NATIONAL CLIENTELLE,1.0,0.707325
10951551,NATIONAL CLIENTELLE,0.78125,0.703597
10960617,Mor. Tamouil Hajyat,0.9,0.706564
10981006,Mor. Tamouil Hajyat,0.9,0.706564
10982486,NATIONAL CLIENTELLE,1.0,0.707325
10987022,NATIONAL CLIENTELLE,0.78125,0.703597
10065941,MC PREPAID VOYAGE,1.0,0.707397
10087854,MC PREPAID VOYAGE,1.0,0.707397
10123917,PRODUIT GOLD,1.0,0.707337
10137325,MC PREPAID VOYAGE,1.0,0.707397
10147788,MC PREPAID VOYAGE,0.727273,0.699113
10165749,MC PREPAID VOYAGE,0.727273,0.699113
10190565,MC PREPAID VOYAGE,0.727273,0.699113
10221061,MC PREPAID VOYAGE,1.0,0.707397
10225249,MC PREPAID VOYAGE,1.0,0.707397
10226034,NATIONAL CLIENTELLE,0.8,0.703137
10231191,MC PREPAID VOYAGE,1.0,0.707397
10257114,MC PREPAID VOYAGE,0.727273,0.699113
10267907,MC PREPAID VOYAGE,0.701493,0.698355
10268794,MC PREPAID VOYAGE,0.763158,0.701883
10269093,NATIONAL CLIENTELLE,0.9,0.706472
10271116,MC PREPAID VOYAGE,0.763158,0.701883
10272271,NATIONAL CLIENTELLE,0.9,0.706472
10273831,MC PREPAID VOYAGE,0.763158,0.701883
10273837,MC PREPAID VOYAGE,0.701493,0.698355
10274143,MC PREPAID VOYAGE,0.763158,0.701883
10274321,MC PREPAID VOYAGE,0.701493,0.698355
10274542,NATIONAL CLIENTELLE,0.9,0.706472
10275186,MC PREPAID VOYAGE,0.701493,0.698355
10279762,MC PREPAID VOYAGE,0.763158,0.701883
10280248,MC PREPAID VOYAGE,0.763158,0.701883
10286481,MC PREPAID VOYAGE,0.701493,0.698355
10288151,MC PREPAID VOYAGE,0.701493,0.698355
10288602,MC PREPAID VOYAGE,0.701493,0.698355
10295206,MC PREPAID VOYAGE,0.763158,0.701883
10296574,MC PREPAID VOYAGE,0.701493,0.698355
10298458,MC PREPAID VOYAGE,0.763158,0.701883
10300238,MC PREPAID VOYAGE,0.763158,0.701883
10305258,NATIONAL CLIENTELLE,0.857143,0.705306
10306413,MC PREPAID VOYAGE,0.763158,0.701883
10306518,MC PREPAID VOYAGE,0.763158,0.701883
10308777,NATIONAL CLIENTELLE,0.833333,0.704601
10315721,MC PREPAID VOYAGE,0.763158,0.701883
10315955,MC PREPAID VOYAGE,0.701493,0.698355
10320333,MC PREPAID VOYAGE,0.894737,0.706563
10320355,MC PREPAID VOYAGE,0.701493,0.698355
10321069,MC PREPAID VOYAGE,0.894737,0.706563
10321885,NATIONAL CLIENTELLE,0.9,0.706472
10324175,MC PREPAID VOYAGE,0.763158,0.701883
10326238,MC PREPAID VOYAGE,0.763158,0.701883
10328518,NATIONAL CLIENTELLE,0.9,0.706472
10331392,MC PREPAID VOYAGE,0.763158,0.701883
10331451,MC PREPAID VOYAGE,0.763158,0.701883
10331760,MC PREPAID VOYAGE,0.701493,0.698355
10333243,MC PREPAID VOYAGE,0.894737,0.706563
10333934,MC PREPAID VOYAGE,0.763158,0.701883
10336500,MC PREPAID VOYAGE,0.894737,0.706563
10341697,MC PREPAID VOYAGE,0.701493,0.698355
10341714,MC PREPAID VOYAGE,0.701493,0.698355
10342224,MC PREPAID VOYAGE,0.763158,0.701883
10345220,NATIONAL CLIENTELLE,0.9,0.706472
10347864,PRODUIT GOLD,0.75,0.70036
10350417,NATIONAL CLIENTELLE,0.9,0.706472
10362852,NATIONAL CLIENTELLE,0.714286,0.698147
10366785,NATIONAL CLIENTELLE,0.827586,0.704815
10379873,PRODUIT GOLD,1.0,0.707337
10404926,NATIONAL CLIENTELLE,1.0,0.707325
10413399,NATIONAL CLIENTELLE,0.752381,0.70302
10424497,NATIONAL CLIENTELLE,0.827586,0.704815
10454064,NATIONAL CLIENTELLE,0.75,0.700413
10465136,PRODUIT GOLD,1.0,0.707337
10465372,NATIONAL CLIENTELLE,0.857143,0.705306
10470942,NATIONAL CLIENTELLE,0.827586,0.704815
10472676,MC PREPAID VOYAGE,0.75,0.700503
10484496,MC PREPAID JEUNE,0.833333,0.704975
10488754,MC PREPAID JEUNE,0.833333,0.704975
10491443,NATIONAL CLIENTELLE,0.8,0.703137
10491728,NATIONAL CLIENTELLE,0.805556,0.704063
10501343,NATIONAL CLIENTELLE,0.705882,0.697372
10501530,NATIONAL CLIENTELLE,0.888889,0.706206
10506784,PRODUIT GOLD,1.0,0.707337
10510068,NATIONAL CLIENTELLE,0.805556,0.704063
10513453,MC PREPAID VOYAGE,0.75,0.700503
10518235,MC PREPAID JEUNE,0.833333,0.704975
10532235,NATIONAL CLIENTELLE,0.75,0.700413
10537191,NATIONAL CLIENTELLE,0.78125,0.703597
10548538,NATIONAL CLIENTELLE,0.75,0.700413
10552322,NATIONAL CLIENTELLE,0.714286,0.697956
10570293,NATIONAL CLIENTELLE,0.75,0.700413
10574922,NATIONAL CLIENTELLE,0.857143,0.705306
10594954,MC PREPAID VOYAGE,0.75,0.700503
10598914,NATIONAL CLIENTELLE,0.705882,0.697372
10602834,MC PREPAID VOYAGE,0.763158,0.701883
10603341,MC PREPAID VOYAGE,0.758621,0.701374
10610983,NATIONAL CLIENTELLE,0.875,0.705838
10617243,MC PREPAID VOYAGE,0.894737,0.706563
10621487,MC PREPAID VOYAGE,0.894737,0.706563
10632197,MC PREPAID VOYAGE,0.785714,0.702512
10634064,MC PREPAID VOYAGE,0.8,0.703154
10636236,MC PREPAID VOYAGE,0.894737,0.706563
10638213,MC PREPAID VOYAGE,0.701493,0.698355
10641764,MC PREPAID VOYAGE,0.764706,0.701424
10643118,MC PREPAID VOYAGE,0.763158,0.701883
10643893,MC PREPAID VOYAGE,0.701493,0.698355
10644175,MC PREPAID VOYAGE,0.764706,0.701424
10645474,MC PREPAID VOYAGE,0.894737,0.706563
10645977,MC PREPAID VOYAGE,0.875,0.70583
10660356,MC PREPAID VOYAGE,0.894737,0.706563
10665509,MC PREPAID VOYAGE,0.875,0.70583
10668497,MC PREPAID VOYAGE,0.758621,0.701374
10671273,NATIONAL CLIENTELLE,0.954545,0.707544
10671670,MC PREPAID VOYAGE,0.763158,0.701883
10674715,MC PREPAID VOYAGE,0.764706,0.701424
10676594,MC PREPAID VOYAGE,0.758621,0.701374
10678291,MC PREPAID VOYAGE,0.894737,0.706563
10678464,MC PREPAID VOYAGE,0.894737,0.706563
10681911,MC PREPAID VOYAGE,0.758621,0.701374
10682419,MC PREPAID VOYAGE,0.875,0.70583
10689410,MC PREPAID VOYAGE,0.894737,0.706563
10701495,MC PREPAID VOYAGE,0.701493,0.698355
10706999,NATIONAL CLIENTELLE,0.752381,0.70302
10709456,MC PREPAID VOYAGE,0.894737,0.706563
10712631,MC PREPAID VOYAGE,0.8,0.703154
10713628,NATIONAL CLIENTELLE,0.78125,0.703597
10716721,MC PREPAID VOYAGE,0.8,0.703154
10720742,MC PREPAID VOYAGE,0.758621,0.701374
10721630,MC PREPAID VOYAGE,0.764706,0.701424
10721756,MC PREPAID VOYAGE,0.875,0.70583
10723897,MC PREPAID VOYAGE,0.763158,0.701883
10725106,MC PREPAID VOYAGE,0.701493,0.698355
10725344,MC PREPAID JEUNE,0.714286,0.698237
10728382,MC PREPAID VOYAGE,0.894737,0.706563
10738704,MC PREPAID VOYAGE,0.764706,0.701424
10738820,MC PREPAID VOYAGE,0.8,0.703154
10739393,MC PREPAID VOYAGE,0.8,0.703154
10739674,MC PREPAID VOYAGE,0.8,0.703154
10741969,MC PREPAID VOYAGE,0.894737,0.706563
10745088,MC PREPAID VOYAGE,0.764706,0.701424
10746758,NATIONAL CLIENTELLE,0.827586,0.704815
10747180,MC PREPAID VOYAGE,0.764706,0.701424
10749238,MC PREPAID VOYAGE,0.763158,0.701883
10749561,NATIONAL CLIENTELLE,0.78125,0.703597
10755842,MC PREPAID VOYAGE,0.764706,0.701424
10756842,MC PREPAID VOYAGE,0.764706,0.701424
10760885,MC PREPAID VOYAGE,0.758621,0.701374
10769588,NATIONAL CLIENTELLE,0.805556,0.704063
10770861,MC PREPAID VOYAGE,0.894737,0.706563
10774582,NATIONAL CLIENTELLE,1.0,0.707325
10778787,MC PREPAID VOYAGE,0.875,0.70583
10780644,MC PREPAID VOYAGE,0.763158,0.701883
10782263,MC PREPAID VOYAGE,0.875,0.70583
10788546,MC PREPAID VOYAGE,0.894737,0.706563
10790086,NATIONAL CLIENTELLE,1.0,0.707325
10793294,Mor. Tamouil Hajyat,0.9,0.706564
10796232,Mor. Tamouil Hajyat,0.9,0.706564
10798898,MC PREPAID VOYAGE,0.764706,0.701424
10800172,MC PREPAID VOYAGE,0.8,0.703154
10806474,NATIONAL CLIENTELLE,0.794872,0.703637
10811786,MC PREPAID VOYAGE,0.701493,0.698355
10820120,MC PREPAID VOYAGE,0.763158,0.701883
10825882,MC PREPAID VOYAGE,0.8,0.703154
10826946,MC PREPAID VOYAGE,0.894737,0.706563
10827956,MC PREPAID VOYAGE,0.894737,0.706563
10829132,MC PREPAID VOYAGE,0.8,0.703154
10830021,MC PREPAID VOYAGE,0.8,0.703154
10836088,MC PREPAID VOYAGE,0.8,0.703154
10845140,MC PREPAID VOYAGE,0.826087,0.704582
10845831,MC PREPAID VOYAGE,0.701493,0.698355
10850244,Mor. Tamouil Hajyat,0.9,0.706564
10852069,MC PREPAID VOYAGE,0.8,0.703154
10852519,Mor. Tamouil Hajyat,0.9,0.706564
10854901,MC PREPAID VOYAGE,0.894737,0.706563
10854964,MC PREPAID VOYAGE,0.894737,0.706563
10859098,NATIONAL CLIENTELLE,0.954545,0.707544
10862096,NATIONAL CLIENTELLE,0.827586,0.704815
10862611,NATIONAL CLIENTELLE,1.0,0.707325
10868205,MC PREPAID VOYAGE,0.763158,0.701883
10874218,MC PREPAID VOYAGE,0.701493,0.698355
10902389,Mor. Tamouil Hajyat,0.9,0.706564
10903384,NATIONAL CLIENTELLE,0.827586,0.704815
10942600,NATIONAL CLIENTELLE,0.78125,0.703597
10975393,Mor. Tamouil Hajyat,0.9,0.706564
11004437,Mor. Tamouil Hajyat,0.9,0.706564
11007186,NATIONAL CLIENTELLE,0.752381,0.70302
11012460,NATIONAL CLIENTELLE,1.0,0.707325
10040198,MC PREPAID VOYAGE,0.727273,0.699113
10047868,MC PREPAID VOYAGE,1.0,0.707397
10061736,MC PREPAID VOYAGE,1.0,0.707397
10072230,MC PREPAID VOYAGE,1.0,0.707397
10084077,MC PREPAID JEUNE,0.833333,0.704975
10089487,MC PREPAID VOYAGE,0.785714,0.702512
10091442,MC PREPAID VOYAGE,0.727273,0.699113
10102420,PRODUIT GOLD,1.0,0.707337
10108522,NATIONAL CLIENTELLE,0.714286,0.698147
10121313,MC PREPAID VOYAGE,1.0,0.707397
10121717,MC PREPAID VOYAGE,0.727273,0.699113
10125375,MC PREPAID VOYAGE,1.0,0.707397
10129597,NATIONAL CLIENTELLE,1.0,0.707325
10134629,MC PREPAID VOYAGE,0.833333,0.704584
10142352,MC PREPAID VOYAGE,1.0,0.707397
10156142,MC PREPAID VOYAGE,0.727273,0.699113
10157442,MC PREPAID VOYAGE,1.0,0.707397
10162024,MC PREPAID VOYAGE,1.0,0.707397
10166477,MC PREPAID VOYAGE,0.727273,0.699113
10167678,MC PREPAID VOYAGE,0.833333,0.704584
10167678,PRODUIT GOLD,0.75,0.70036
10170078,MC PREPAID VOYAGE,1.0,0.707397
10179669,NATIONAL CLIENTELLE,0.888889,0.706206
10183326,NATIONAL CLIENTELLE,0.752381,0.70302
10195003,NATIONAL CLIENTELLE,0.954545,0.707544
10203922,NATIONAL CLIENTELLE,0.75,0.700413
10215354,MC PREPAID VOYAGE,0.727273,0.699113
10221978,MC PREPAID VOYAGE,1.0,0.707397
10249214,NATIONAL CLIENTELLE,0.714286,0.697956
10258682,MC PREPAID VOYAGE,0.727273,0.699113
10259461,NATIONAL CLIENTELLE,0.714286,0.697956
10262696,MC PREPAID VOYAGE,0.763158,0.701883
10264322,MC PREPAID VOYAGE,0.701493,0.698355
10266662,NATIONAL CLIENTELLE,0.9,0.706472
10268573,NATIONAL CLIENTELLE,0.833333,0.704907
10269349,MC PREPAID VOYAGE,0.894737,0.706563
10277347,MC PREPAID VOYAGE,0.763158,0.701883
10278477,MC PREPAID VOYAGE,0.763158,0.701883
10278479,MC PREPAID VOYAGE,0.763158,0.701883
10279079,MC PREPAID VOYAGE,0.763158,0.701883
10280354,MC PREPAID VOYAGE,0.763158,0.701883
10282515,MC PREPAID VOYAGE,0.763158,0.701883
10283419,NATIONAL CLIENTELLE,0.9,0.706472
10285355,NATIONAL CLIENTELLE,0.75,0.700413
10285919,MC PREPAID VOYAGE,0.763158,0.701883
10287439,MC PREPAID VOYAGE,0.894737,0.706563
10288100,MC PREPAID VOYAGE,0.701493,0.698355
10292844,MC PREPAID VOYAGE,0.763158,0.701883
10293461,MC PREPAID VOYAGE,0.701493,0.698355
10294012,MC PREPAID VOYAGE,0.701493,0.698355
10298563,MC PREPAID VOYAGE,0.763158,0.701883
10300079,MC PREPAID VOYAGE,0.701493,0.698355
10300517,MC PREPAID VOYAGE,0.763158,0.701883
10301215,MC PREPAID VOYAGE,0.763158,0.701883
10306293,NATIONAL CLIENTELLE,0.9,0.706472
10308077,NATIONAL CLIENTELLE,0.9,0.706472
10308686,MC PREPAID VOYAGE,0.701493,0.698355
10309472,MC PREPAID VOYAGE,0.701493,0.698355
10311047,NATIONAL CLIENTELLE,0.9,0.706472
10315551,MC PREPAID VOYAGE,0.894737,0.706563
10316813,NATIONAL CLIENTELLE,0.9,0.706472
10320419,MC PREPAID VOYAGE,0.763158,0.701883
10323386,MC PREPAID VOYAGE,0.701493,0.698355
10324091,MC PREPAID VOYAGE,0.894737,0.706563
10324470,NATIONAL CLIENTELLE,0.78125,0.703597
10327963,MC PREPAID VOYAGE,0.701493,0.698355
10329106,MC PREPAID VOYAGE,0.763158,0.701883
10336430,NATIONAL CLIENTELLE,0.9,0.706472
10337881,MC PREPAID VOYAGE,0.701493,0.698355
10341041,MC PREPAID VOYAGE,0.701493,0.698355
10342815,NATIONAL CLIENTELLE,0.8,0.703137
10346673,MC PREPAID VOYAGE,0.763158,0.701883
10350099,MC PREPAID VOYAGE,0.701493,0.698355
10355070,MC PREPAID VOYAGE,0.701493,0.698355
10356830,MC PREPAID VOYAGE,0.894737,0.706563
10357428,MC PREPAID VOYAGE,0.894737,0.706563
10360470,MC PREPAID VOYAGE,0.75,0.700503
10365866,NATIONAL CLIENTELLE,1.0,0.707349
10366830,NATIONAL CLIENTELLE,0.705882,0.697372
10375746,NATIONAL CLIENTELLE,1.0,0.707325
10377001,MC PREPAID VOYAGE,0.701493,0.698355
10399670,NATIONAL CLIENTELLE,0.857143,0.705306
10403770,MC PREPAID VOYAGE,0.701493,0.698355
10405568,MC PREPAID JEUNE,0.833333,0.704975
10406899,NATIONAL CLIENTELLE,0.954545,0.707544
10433350,MC PREPAID VOYAGE,0.894737,0.706563
10436600,MC PREPAID VOYAGE,0.701493,0.698355
10440463,NATIONAL CLIENTELLE,0.75,0.700413
10443515,MC PREPAID VOYAGE,0.701493,0.698355
10453546,NATIONAL CLIENTELLE,0.827586,0.704815
10458618,MC PREPAID VOYAGE,0.763158,0.701883
10477552,MC PREPAID VOYAGE,0.894737,0.706563
10478765,NATIONAL CLIENTELLE,0.805556,0.704063
10488443,PRODUIT GOLD,1.0,0.707337
10493656,NATIONAL CLIENTELLE,0.954545,0.707544
10494428,MC PREPAID VOYAGE,0.785714,0.702512
10497293,NATIONAL CLIENTELLE,0.75,0.700413
10497705,NATIONAL CLIENTELLE,1.0,0.707325
10506240,NATIONAL CLIENTELLE,0.75,0.700413
10508498,MC PREPAID VOYAGE,0.894737,0.706563
10508870,NATIONAL CLIENTELLE,0.714286,0.698147
10522634,NATIONAL CLIENTELLE,0.805556,0.704063
10531186,MC PREPAID JEUNE,0.833333,0.704975
10540494,MC PREPAID VOYAGE,0.701493,0.698355
10544541,MC PREPAID VOYAGE,0.785714,0.702512
10544765,MC PREPAID VOYAGE,0.894737,0.706563
10546260,NATIONAL CLIENTELLE,0.888889,0.706206
10551469,NATIONAL CLIENTELLE,0.833333,0.704907
10593968,NATIONAL CLIENTELLE,0.857143,0.705306
10601997,MC PREPAID VOYAGE,0.894737,0.706563
10611010,MC PREPAID VOYAGE,0.763158,0.701883
10613530,MC PREPAID JEUNE,0.833333,0.704975
10615227,MC PREPAID VOYAGE,0.758621,0.701374
10615362,MC PREPAID VOYAGE,0.758621,0.701374
10616651,MC PREPAID VOYAGE,0.894737,0.706563
10621619,NATIONAL CLIENTELLE,1.0,0.707325
10624063,MC PREPAID VOYAGE,0.758621,0.701374
10629335,MC PREPAID VOYAGE,0.758621,0.701374
10630721,MC PREPAID VOYAGE,0.701493,0.698355
10630892,MC PREPAID VOYAGE,0.758621,0.701374
10639419,MC PREPAID VOYAGE,0.894737,0.706563
10640196,MC PREPAID VOYAGE,0.894737,0.706563
10643159,MC PREPAID VOYAGE,0.763158,0.701883
10643228,MC PREPAID VOYAGE,0.764706,0.701424
10643976,MC PREPAID VOYAGE,0.701493,0.698355
10645355,NATIONAL CLIENTELLE,0.8,0.703137
10646278,MC PREPAID VOYAGE,0.758621,0.701374
